"","date","obs","ws","visibility","air_temp","atmos_pres","dew_point","RH"
"1",2010-01-01,119.327956989247,3.20215053763441,5413.9751344086,-6.32909946236559,1018.29024390244,-7.44180107526882,92.0759026832429
"2",2010-02-01,143.949329359165,2.60745156482861,5615.67436661699,-2.1956780923994,1008.95803571429,-3.80007451564829,89.8481620155787
"3",2010-03-01,106.680216802168,3.63971774193548,10490.4805107527,3.28729838709677,1017.1189516129,-1.05725806451613,76.3235878855179
"4",2010-04-01,75.7444444444444,2.82604166666667,11099.6215277778,8.93909722222222,1018.68625,3.80048611111111,73.9422293608649
"5",2010-05-01,46.9099590723056,2.94979811574697,9520.87483176312,12.8261776581427,1010.79838709677,10.8946837146703,89.2474258002998
"6",2010-06-01,42.0863509749304,2.581875,13740.7604166667,17.5177083333333,1013.27375,12.483125,74.9184901238949
"7",2010-07-01,40.5456989247312,2.40545087483176,12457.530282638,20.6638627187079,1015.30846774194,15.1246971736205,74.1620602518579
"8",2010-08-01,38.8261455525606,2.30100806451613,11789.5127688172,18.430376344086,1013.45524193548,14.5735887096774,80.3337085816777
"9",2010-09-01,46.9888888888889,2.74284722222222,10189.9826388889,12.1095138888889,1015.81548117155,9.27659722222222,84.476359335432
"10",2010-10-01,88.028263795424,2.84206989247312,7849.04233870968,5.28172043010753,1019.3036437247,2.60282258064516,84.8896643560243
"11",2010-11-01,73.6791666666667,3.4010460251046,8837.5069735007,5.97629009762901,1007.58953974895,3.68772663877266,86.716068530105
"12",2010-12-01,128.89338731444,3.03938172043011,4863.19220430108,-5.30698924731183,1012.53306451613,-6.61471774193548,90.7995792291147
"13",2011-01-01,132.017496635262,2.27197580645161,5553.94489247312,-1.22452956989247,1020.28266129032,-2.43790322580645,91.9231994084805
"14",2011-02-01,105.110119047619,4.23125,8640.32366071429,-2.49255952380952,1021.40625,-5.22529761904762,82.530167883839
"15",2011-03-01,117.63697705803,3.1252688172043,9409.5564516129,3.7377688172043,1023.50685483871,-1.43219086021505,72.8147907970524
"16",2011-04-01,69.3031988873435,3.41979166666667,11167.09375,10.334375,1017.29083333333,4.55111111111111,71.0567002463911
"17",2011-05-01,45.0581867388363,2.34804845222073,12909.0713324361,13.6049798115747,1019.61862348178,7.92207267833109,72.3880328182211
"18",2011-06-01,32.739916550765,2.76097222222222,13359.0208333333,18.2140277777778,1015.19666666667,13.0425694444444,74.4357869898338
"19",2011-07-01,35.5814266487214,3.03387096774194,11504.9596774194,17.6299059139785,1010.55443548387,14.2986559139785,82.9993936103107
